"UNIQUE_ID","LAKE","STATION_ID","SAMPLE_NUMBER","LAT","LONG","AGENCY_CODE","METHOD","DATE","REPORTING_VALUE","LIFE_STAGE","FINAL_ID","TAXON_LEVEL","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","SUBORDER","FAMILY","SUBFAMILY","TRIBE","GENUS","SPECIES","PICKED","SQUARES","WIND","ONCOLITE","DISTURBANCE","SUBSTRATE_SIZE_D50","SUBSTRATE","DISTANCE_FRAM_SHORE","TEMPERATURE","CONDUCTIVITY","PH","MACROPHYTE"
"ONON_1_2","ONON","ONON_1",2,43.1147,-76.2444,"ESF","KICK NET","6/22/2014",1,NA,"CLADOTANYTARSUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","TANYTARSINI","CLADOTANYTARSUS",NA,12,30,"End","OL","Low",0.346410162,"Sand",43.8,21.88,1660,7.31,1
"ONON_1_2","ONON","ONON_1",2,43.1147,-76.2444,"ESF","KICK NET","6/22/2014",2,NA,"CRYPTOCHIRONOMUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","CRYPTOCHIRONOMUS",NA,12,30,"End","OL","Low",0.346410162,"Sand",43.8,21.88,1660,7.31,1
"ONON_1_2","ONON","ONON_1",2,43.1147,-76.2444,"ESF","KICK NET","6/22/2014",6,NA,"POLYPEDILUM","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","POLYPEDILUM",NA,12,30,"End","OL","Low",0.346410162,"Sand",43.8,21.88,1660,7.31,1
"ONON_1_2","ONON","ONON_1",2,43.1147,-76.2444,"ESF","KICK NET","6/22/2014",4,NA,"TANYTARSUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","TANYTARSINI","TANYTARSUS",NA,12,30,"End","OL","Low",0.346410162,"Sand",43.8,21.88,1660,7.31,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",19,NA,"DREISSENA_BUGENSIS","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_BUGENSIS",8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",31,NA,"DREISSENA_POLYMORPHA","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_POLYMORPHA",8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",4,NA,"CHIRONOMUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","CHIRONOMUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",24,NA,"PARATENDIPES","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","PARATENDIPES",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",15,NA,"CRICOTOPUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","ORTHOCLADIINAE",NA,"CRICOTOPUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",1,NA,"CHIRONOMIDAE","FAM","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE",NA,NA,NA,NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",2,NA,"HYDROPTILA","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","HYDROPTILIDAE","HYDROPTILINAE","HYDROPTILINI","HYDROPTILA",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",12,NA,"GAMMARUS","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","GAMMARIDAE",NA,NA,"GAMMARUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_1","ONON","ONON_2",1,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",1,NA,"HYALELLA","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","HYALELLIDAE",NA,NA,"HYALELLA",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",6,NA,"DREISSENA_BUGENSIS","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_BUGENSIS",8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",18,NA,"DREISSENA_POLYMORPHA","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_POLYMORPHA",8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",1,NA,"PISIDIUM","GEN","MOLLUSCA",NA,"BIVALVIA","HETERODONTA","VENEROIDA",NA,"PISIDIIDAE",NA,NA,"PISIDIUM",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",16,NA,"CHIRONOMUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","CHIRONOMUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",2,NA,"CLADOTANYTARSUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","TANYTARSINI","CLADOTANYTARSUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",36,NA,"PARATENDIPES","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","PARATENDIPES",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",3,NA,"POLYPEDILUM","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","POLYPEDILUM",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",3,NA,"CORYNONEURA","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","ORTHOCLADIINAE",NA,"CORYNONEURA",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",8,NA,"CRICOTOPUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","ORTHOCLADIINAE",NA,"CRICOTOPUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",3,NA,"PSECTROCLADIUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","ORTHOCLADIINAE",NA,"PSECTROCLADIUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",1,"DAMAGED LARVAE","TRICHOPTERA","ORD","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA",NA,NA,NA,NA,NA,NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",3,NA,"HYDROPTILA","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","HYDROPTILIDAE","HYDROPTILINAE","HYDROPTILINI","HYDROPTILA",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",1,NA,"OECETIS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","INTEGRIPALPIA","LEPTOCERIDAE","LEPTOCERINAE","OECETINI","OECETIS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",19,NA,"GAMMARUS","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","GAMMARIDAE",NA,NA,"GAMMARUS",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",2,NA,"HYALELLA","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","HYALELLIDAE",NA,NA,"HYALELLA",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_2_2","ONON","ONON_2",2,43.111801,-76.230003,"ESF","KICK NET","6/22/2014",19,NA,"CAECIDOTEA","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","ISOPODA","ASELLOTA","ASELLIDAE",NA,NA,"CAECIDOTEA",NA,8,30,"East","OM","Low",37.617533,"CoarseGravel",2.8,18.48,1593,7.1,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",21,NA,"DREISSENA_BUGENSIS","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_BUGENSIS",4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",29,NA,"DREISSENA_POLYMORPHA","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_POLYMORPHA",4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"VALVATA","GEN","MOLLUSCA",NA,"GASTROPODA",NA,"HETEROSTROPHA",NA,"VALVATIDAE",NA,NA,"VALVATA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",6,NA,"CHIRONOMUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","CHIRONOMUS",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",4,NA,"DICROTENDIPES","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","DICROTENDIPES",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",34,NA,"PARATENDIPES","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","PARATENDIPES",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"TANYTARSUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","TANYTARSINI","TANYTARSUS",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",2,NA,"CRICOTOPUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","ORTHOCLADIINAE",NA,"CRICOTOPUS",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"ABLABESMYIA","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","TANYPODINAE","PENTANEURINI","ABLABESMYIA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",33,NA,"GAMMARUS","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","GAMMARIDAE",NA,NA,"GAMMARUS",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_1","ONON","ONON_3",1,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"HYALELLA","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","HYALELLIDAE",NA,NA,"HYALELLA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"DREISSENA_BUGENSIS","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_BUGENSIS",4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",26,NA,"DREISSENA_POLYMORPHA","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_POLYMORPHA",4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",4,NA,"AMNICOLA","GEN","MOLLUSCA",NA,"GASTROPODA",NA,"NEOTAENIOGLOSSA",NA,"HYDROBIIDAE",NA,NA,"AMNICOLA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"PLANORBIDAE","FAM","MOLLUSCA",NA,"GASTROPODA",NA,"BASOMMATOPHORA",NA,"PLANORBIDAE",NA,NA,NA,NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",12,NA,"CHIRONOMUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","CHIRONOMUS",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",27,NA,"PARATENDIPES","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","PARATENDIPES",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",24,NA,"POLYPEDILUM","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMINAE","CHIRONOMINI","POLYPEDILUM",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",3,NA,"CRICOTOPUS","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","ORTHOCLADIINAE",NA,"CRICOTOPUS",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"ACENTRIA","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","LEPIDOPTERA",NA,"CRAMBIDAE","NYMPHULINAE","ACENTROPINI","ACENTRIA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"HYDROPTILA","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","HYDROPTILIDAE","HYDROPTILINAE","HYDROPTILINI","HYDROPTILA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"ORTHOTRICHIA","GEN","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","HYDROPTILIDAE","HYDROPTILINAE","ORTHOTRICHIINI","ORTHOTRICHIA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,"EARLY INSTAR","HYDROPTILIDAE","FAM","ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","HYDROPTILIDAE",NA,NA,NA,NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",2,NA,"CRANGONYX","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","CRANGONYCTIDAE",NA,NA,"CRANGONYX",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",32,NA,"GAMMARUS","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","GAMMARIDAE",NA,NA,"GAMMARUS",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_3_2","ONON","ONON_3",2,43.105499,-76.220901,"ESF","KICK NET","6/22/2014",1,NA,"HYALELLA","GEN","ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","HYALELLIDAE",NA,NA,"HYALELLA",NA,4,30,"East","OM","Low",23.55790816,"CoarseGravel",3.4,19.26,1582,7.28,1
"ONON_4_1","ONON","ONON_4",1,43.099998,-76.210502,"ESF","KICK NET","6/22/2014",10,NA,"DREISSENA_BUGENSIS","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_BUGENSIS",3,20,"East","OH","Low",112.7435749,"Cobble",2.6,20.07,1681,7.3,1
"ONON_4_1","ONON","ONON_4",1,43.099998,-76.210502,"ESF","KICK NET","6/22/2014",47,NA,"DREISSENA_POLYMORPHA","SPE","MOLLUSCA","","BIVALVIA","HETERODONTA","VENEROIDA","","DREISSENIDAE","","","DREISSENA","DREISSENA_POLYMORPHA",3,20,"East","OH","Low",112.7435749,"Cobble",2.6,20.07,1681,7.3,1
