BASIN,LOCATION,RIVMILE,COLL_DATE,COLLECT,Replicate,MACRO_GENSPECIES,INDIV,,LALDR
1,LAUGR,Composite,6/9/2016,1,1,Sphaerium sp.,1,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Sphaeromias sp.,1,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Stenonema femoratum,10,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Tetragoneuria sp.,3,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Triaenodes sp.,1,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Undetermined Chironomidae,46,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Undetermined Hirudinea,1,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Undetermined Oligochaeta,16,,LAUGR
1,LAUGR,Composite,6/9/2016,1,1,Valvata sincera,3,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Clinotanypus sp.,1,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Dubiraphia sp.,13,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Gomphus sp.,2,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Micropsectra sp.,1,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Nais sp.,2,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Physella sp.,1,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Pisidium sp.,4,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Polypedilum halterale gr.,2,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Procladius sp.,4,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Sphaerium sp.,2,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Tanytarsus sp.,1,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Tribelos/Endochironomus/Phaenopsectra Co,5,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Undetermined Ceratopogonidae,2,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Undetermined Chironominae,1,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Undetermined Hydrobiidae,1,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Undetermined Libellulidae,1,,LAUGR
1,LAUGR,Muck,8/1/2008,1,1,Viviparus georgianus,2,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Caecidotea sp.,7,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Crangonyx sp.,108,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Cricotopus/Orthocladius Complex,8,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Cryptochironomus sp.,1,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Endochironomus sp.,2,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Glyptotendipes sp.,3,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Hyalella sp.,13,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Phaenopsectra punctipes gr.,1,,LAUGR
1,LAUGR,Sand,8/1/2008,1,1,Pisidium sp.,1,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Polypedilum sordens,1,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Stenacron sp.,9,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Stenonema femoratum,27,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Synorthocladius nr. semivirens,4,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Tanytarsus sp.,1,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Undet. Tubificidae w/o cap. setae,7,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Undetermined Hydrobiidae,1,,LBABC
1,LAUGR,Sand,8/1/2008,1,1,Undetermined Orthocladiinae,3,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Ablabesmyia janta,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Ablabesmyia mallochi,7,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Ablabesmyia peleensis,16,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Amnicola sp.,3,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Caecidotea sp.,62,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Caenis sp.,2,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Chironomus sp.,15,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Clinotanypus sp.,3,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Corynoneura sp.,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Cryptochironomus sp.,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Cryptotendipes sp.,5,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Dicrotendipes sp.,3,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Dubiraphia sp.,9,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Endochironomus subtendens,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Gomphus sp.,2,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Helisoma anceps,5,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Hyalella sp.,36,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Labrundinia sp.,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Micromenetus dilatatus,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Musculium partumeium,6,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Mystacides sepulchralis,10,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Oecetis sp.,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Oxyethira sp.,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Pagastiella sp.,13,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Polypedilum sordens,4,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Probezzia sp.,4,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Procladius sp.,8,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Psectrocladius psilopterus gr.,2,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Pseudochironomus sp.,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Stenochironomus sp.,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Tanytarsus sp.,6,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Thienemannimyia gr. spp.,2,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Tribelos sp.,4,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Undetermined Chironominae,3,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Undetermined Glossiphoniidae,2,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Undetermined Hydrobiidae,21,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Undetermined Odonata,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Undetermined Orthocladiinae,1,,LBABC
1,LBABC,Muck,7/21/2011,1,1,Undetermined Pisidiidae,11,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Ablabesmyia peleensis,9,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Caecidotea sp.,32,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Cladotanytarsus sp.,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Cryptotendipes sp.,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Dubiraphia sp.,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Enallagma sp.,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Gomphus sp.,3,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Hyalella sp.,65,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Musculium sp.,3,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Mystacides sepulchralis,3,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Orconectes sp.,2,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Oxyethira sp.,4,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Pagastiella sp.,19,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Parachironomus sp.,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Parakiefferiella sp.,2,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Polycentropus sp.,7,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Polypedilum halterale gr.,4,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Procladius sp.,11,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Procloeon sp.,5,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Pseudochironomus sp.,7,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Sialis sp.,6,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Stenacron interpunctatum,2,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Stenacron sp.,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Stenonema femoratum,6,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Triaenodes sp.,3,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undet. Tubificidae w/ cap. setae,5,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Chironominae,11,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Corduliidae,4,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Glossiphoniidae,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Hydrobiidae,34,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Lumbricina,1,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Lumbriculidae,2,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Macromiidae,5,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Orthocladiinae,5,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Tanypodinae,13,,LBABC
1,LBABC,Sand,7/21/2011,1,1,Undetermined Tanytarsini,10,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Ablabesmyia rhamphe,1,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Ablabesmyia sp.,1,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Caecidotea sp.,20,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Campeloma decisum,1,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Chironomus sp.,7,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Cladopelma sp.,1,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Clinotanypus sp.,3,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Dicrotendipes sp.,2,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Einfeldia natchitocheae,1,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Helisoma anceps,1,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Hyalella sp.,4,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Lauterborniella agrayloides,2,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Phylocentropus sp.,1,,LBABC
1,LBABC,Ponar,7/1/2011,1,1,Probezzia sp.,1,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Procladius sp.,7,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Psectrocladius sp.,1,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Sialis sp.,1,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Tanypus sp.,1,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Tanytarsus sp.,34,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Torrenticola sp.,1,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Undetermined Hydrobiidae,7,,LBEAV
1,LBABC,Ponar,7/1/2011,1,1,Undetermined Pisidiidae,12,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Bezzia sp.,5,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Caecidotea communis,3,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Caecidotea racovitzai,4,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Caecidotea sp.,49,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Caenis sp.,7,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Choroterpes sp.,1,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Crangonyx sp.,1,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Culicoides? sp.,2,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Dugesia sp.,2,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Enallagma sp.,2,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Ferrissia sp.,1,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Hyalella azteca,92,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Libellulidae/Corduliidae Complex,3,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Nectopsyche sp.,1,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Physella sp.,3,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Polycentropus sp.,1,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Procloeon sp.,1,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Stenacron interpunctatum,1,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Stenacron sp.,6,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Stenonema femoratum,4,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Undetermined Ceratopogonidae,2,,LBEAV
1,LBRTP,Composite,7/28/2016,1,1,Undetermined Chironomidae,64,,LBIGP
1,LBRTP,Composite,7/28/2016,1,1,Undetermined Coenagrionidae,8,,LBIGP
1,LBRTP,Composite,7/28/2016,1,1,Undetermined Erpobdellidae,1,,LBIGP
1,LBRTP,Composite,7/28/2016,1,1,Undetermined Oligochaeta,21,,LBIGP
1,LBRTP,Composite,7/28/2016,1,1,Undetermined Pisidiidae,4,,LBIGP
1,LBRTP,Composite,7/28/2016,1,1,Undetermined Planorbidae,3,,LBIGP
1,LBRTP,Composite,7/28/2016,1,1,Valvata sp.,15,,LBIGP
1,LBRTP,Composite,7/28/2016,1,1,Viviparus georgianus,3,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Ablabesmyia mallochi,1,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Ablabesmyia peleensis,11,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Aulodrilus piqueti,8,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Bezzia sp.,2,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Chironomus sp.,1,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Cladopelma sp.,4,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Clinotanypus sp.,6,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Corynoneura sp.,3,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Cricotopus/Orthocladius Complex,1,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Dero sp.,2,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Dicrotendipes sp.,18,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Donacia sp.,2,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Enallagma sp.,1,,LBIGP
1,LBEAV,Muck,8/11/2008,1,1,Glyptotendipes sp.,2,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Microtendipes pedellus gr.,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Nanocladius sp.,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Orthotrichia sp.,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Parachironomus sp.,2,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Paratanytarsus sp.,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Paratendipes sp.,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Polypedilum fallax gr.,8,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Polypedilum halterale gr.,5,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Polypedilum illinoense,2,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Procladius sp.,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Psectrocladius vernalis,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Tanypus sp.,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Tanytarsus sp.,6,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Undet. Tubificidae w/ cap. setae,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Undetermined Tanypodinae,1,,LBLHN
1,LBEAV,Muck,8/11/2008,1,1,Viviparus georgianus,1,,LBLHN
1,LBVRD,Composite,6/23/2016,1,1,Anopheles sp.,1,,LBLHN
1,LBVRD,Composite,6/23/2016,1,1,Bezzia sp.,25,,LBLHN
1,LBVRD,Composite,6/23/2016,1,1,Caecidotea racovitzai,14,,LBLHN
1,LBVRD,Composite,6/23/2016,1,1,Caecidotea sp.,6,,LBLHN
1,LBVRD,Composite,6/23/2016,1,1,Caenis sp.,70,,LBLHN
1,LBVRD,Composite,6/23/2016,1,1,Dugesia sp.,21,,LBLHN
1,LBVRD,Composite,6/23/2016,1,1,Enallagma sp.,27,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Ferrissia sp.,1,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Hyalella azteca,24,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Mesovelia sp.,11,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Nectopsyche sp.,6,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Neoplea sp.,4,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Oecetis sp.,34,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Orthotrichia sp.,8,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Oxyethira sp.,3,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Peltodytes sp.,2,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Physella sp.,11,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Baetidae,1,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Chironomidae,107,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Corixidae,1,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Gerridae,3,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Lepidoptera,1,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Muscidae,1,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Oligochaeta,83,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Pisidiidae,11,,LBONA
1,LBVRD,Composite,6/23/2016,1,1,Undetermined Valvatidae,8,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Argia sp.,2,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Bezzia sp.,3,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Caecidotea racovitzai,15,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Caecidotea sp.,60,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Chaoborus sp.,1,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Crangonyx sp.,2,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Dubiraphia sp.,3,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Dugesia sp.,2,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Helisoma campanulata,1,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Hyalella azteca,46,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Oecetis sp.,2,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Stenacron sp.,1,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Stenelmis sp.,1,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Baetidae,1,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Chironomidae,146,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Gomphidae,2,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Hirudinea,1,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Oligochaeta,40,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Physidae,2,,LBONA
